from_id,to_id,travel_time
48060110,2,56.0
48060110,3,99.0
48060110,4,38.0
48060112,0,37.0
48060112,1,56.0
48060112,2,53.0
48060112,3,94.0
48060112,4,35.0
48060113,0,35.0
48060113,1,53.0
48060113,2,53.0
48060113,3,89.0
48060113,4,32.0
48060114,0,30.0
48060114,1,48.0
48060114,2,48.0
48060114,3,84.0
48060114,4,27.0
48060115,0,33.0
48060115,1,53.0
48060115,2,50.0
48060115,3,89.0
48060115,4,31.0
48060116,0,33.0
48060116,1,54.0
48060116,2,50.0
48060116,3,89.0
48060116,4,31.0
48060117,0,33.0
48060117,1,56.0
48060117,2,55.0
48060117,3,94.0
48060117,4,35.0
48060118,0,37.0
48060118,1,55.0
48060118,2,51.0
48060118,3,94.0
48060118,4,32.0
48060119,0,34.0
48060119,1,58.0
48060119,2,53.0
48060119,3,98.0
48060119,4,36.0
48060120,0,32.0
48060120,1,58.0
48060120,2,54.0
48060120,3,95.0
48060120,4,35.0
48060121,0,29.0
48060121,1,59.0
48060121,2,53.0
48060121,3,95.0
48060121,4,37.0
48060122,0,30.0
48060122,1,57.0
48060122,2,55.0
48060122,3,94.0
48060122,4,37.0
48060123,0,33.0
48060123,1,54.0
48060123,2,55.0
48060123,3,94.0
48060123,4,36.0
48060124,0,34.0
48060124,1,53.0
48060124,2,60.0
48060124,3,100.0
48060124,4,42.0
48060125,0,26.0
48060125,1,46.0
48060125,2,56.0
48060125,3,93.0
48060125,4,36.0
48060126,0,31.0
48060126,1,56.0
48060126,2,54.0
48060126,3,99.0
48060126,4,40.0
48060127,0,27.0
48060127,1,50.0
48060127,2,51.0
48060127,3,96.0
48060127,4,39.0
48060128,0,32.0
48060128,1,60.0
48060128,2,42.0
48060128,3,104.0
48060128,4,46.0
48060129,0,26.0
48060129,1,54.0
48060129,2,43.0
48060129,3,101.0
48060129,4,44.0
48060130,0,13.0
48060130,1,60.0
48060130,2,40.0
48060130,3,107.0
48060130,4,45.0
48060131,0,15.0
48060131,1,61.0
48060131,2,43.0
48060131,3,109.0
48060131,4,47.0
48060132,0,7.0
48060132,1,56.0
48060132,2,47.0
48060132,3,105.0
48060132,4,41.0
48060133,0,19.0
48060133,1,62.0
48060133,2,41.0
48060133,3,103.0
48060133,4,41.0
48060134,0,15.0
48060134,1,58.0
48060134,2,45.0
48060134,3,101.0
48060134,4,38.0
48060135,0,15.0
48060135,1,62.0
48060135,2,47.0
48060135,3,104.0
48060135,4,40.0
48060136,0,20.0
48060136,1,66.0
48060136,2,46.0
48060136,3,107.0
48060136,4,43.0
48060137,0,19.0
48060137,1,67.0
48060137,2,50.0
48060137,3,111.0
48060137,4,47.0
48060138,0,27.0
48060138,1,68.0
48060138,2,47.0
48060138,3,112.0
48060138,4,47.0
48060139,0,27.0
48060139,1,68.0
48060139,2,47.0
48060139,3,112.0
48060139,4,47.0
48060140,0,52.0
48060140,1,67.0
48060140,2,64.0
48060140,3,114.0
48060140,4,51.0
48060142,0,48.0
48060142,1,65.0
48060142,2,60.0
48060142,3,111.0
48060142,4,48.0
48060143,0,42.0
48060143,1,62.0
48060143,2,54.0
48060143,3,107.0
48060143,4,47.0
48060144,0,44.0
48060144,1,62.0
48060144,2,54.0
48060144,3,108.0
48060144,4,47.0
48060145,0,46.0
48060145,1,60.0
48060145,2,56.0
48060145,3,108.0
48060145,4,44.0
48060146,0,40.0
48060146,1,59.0
48060146,2,51.0
48060146,3,105.0
48060146,4,43.0
48060147,0,43.0
48060147,1,58.0
48060147,2,51.0
48060147,3,105.0
48060147,4,41.0
48060148,0,41.0
48060148,1,55.0
48060148,2,47.0
48060148,3,101.0
48060148,4,38.0
48060149,0,43.0
48060149,1,55.0
48060149,2,46.0
48060149,3,102.0
48060149,4,37.0
48060150,0,42.0
48060150,1,53.0
48060150,2,51.0
48060150,3,101.0
48060150,4,37.0
48060151,0,44.0
48060151,1,54.0
48060151,2,52.0
48060151,3,103.0
48060151,4,38.0
48060152,0,46.0
48060152,1,56.0
48060152,2,53.0
48060152,3,105.0
48060152,4,40.0
48060153,0,52.0
48060153,1,62.0
48060153,2,59.0
48060153,3,111.0
48060153,4,46.0
48060154,0,53.0
48060154,1,63.0
48060154,2,59.0
48060154,3,112.0
48060154,4,47.0
48060155,0,54.0
48060155,1,67.0
48060155,2,64.0
48060155,3,117.0
48060155,4,52.0
48060156,0,57.0
48060156,1,69.0
48060156,2,63.0
48060156,3,
48060156,4,54.0
48060157,0,53.0
48060157,1,68.0
48060157,2,63.0
48060157,3,118.0
48060157,4,53.0
48060160,0,63.0
48060160,1,72.0
48060160,2,78.0
48060160,3,
48060160,4,55.0
48060161,0,62.0
48060161,1,71.0
48060161,2,76.0
48060161,3,119.0
48060161,4,55.0
48060162,0,61.0
48060162,1,70.0
48060162,2,76.0
48060162,3,118.0
48060162,4,54.0
48060163,0,76.0
48060163,1,84.0
48060163,2,86.0
48060163,3,
48060163,4,68.0
48060165,0,71.0
48060165,1,79.0
48060165,2,80.0
48060165,3,
48060165,4,65.0
48060166,0,69.0
48060166,1,74.0
48060166,2,79.0
48060166,3,
48060166,4,59.0
48060167,0,76.0
48060167,1,79.0
48060167,2,81.0
48060167,3,
48060167,4,65.0
48060168,0,72.0
48060168,1,75.0
48060168,2,78.0
48060168,3,
48060168,4,61.0
48060169,0,75.0
48060169,1,83.0
48060169,2,82.0
48060169,3,
48060169,4,68.0
48060171,0,80.0
48060171,1,81.0
48060171,2,85.0
48060171,3,
48060171,4,66.0
48060172,0,83.0
48060172,1,89.0
48060172,2,90.0
48060172,3,
48060172,4,74.0
48060173,0,74.0
48060173,1,79.0
48060173,2,84.0
48060173,3,
48060173,4,65.0
48060174,0,78.0
48060174,1,93.0
48060174,2,88.0
48060174,3,
48060174,4,79.0
48060175,0,52.0
48060175,1,69.0
48060175,2,67.0
48060175,3,116.0
48060175,4,53.0
48060177,0,32.0
48060177,1,70.0
48060177,2,50.0
48060177,3,114.0
48060177,4,50.0
48060178,0,36.0
48060178,1,71.0
48060178,2,56.0
48060178,3,119.0
48060178,4,55.0
48060179,0,36.0
48060179,1,70.0
48060179,2,57.0
48060179,3,117.0
48060179,4,55.0
48060180,0,32.0
48060180,1,68.0
48060180,2,52.0
48060180,3,111.0
48060180,4,50.0
48060181,0,38.0
48060181,1,67.0
48060181,2,62.0
48060181,3,116.0
48060181,4,57.0
48060183,0,32.0
48060183,1,72.0
48060183,2,55.0
48060183,3,116.0
48060183,4,52.0
48060184,0,48.0
48060184,1,88.0
48060184,2,71.0
48060184,3,
48060184,4,68.0
48060185,0,38.0
48060185,1,78.0
48060185,2,61.0
48060185,3,
48060185,4,59.0
48060186,0,42.0
48060186,1,79.0
48060186,2,59.0
48060186,3,
48060186,4,59.0
48060187,0,39.0
48060187,1,76.0
48060187,2,56.0
48060187,3,
48060187,4,56.0
48060188,0,40.0
48060188,1,75.0
48060188,2,55.0
48060188,3,
48060188,4,55.0
48060189,0,43.0
48060189,1,80.0
48060189,2,60.0
48060189,3,
48060189,4,60.0
48060190,0,45.0
48060190,1,85.0
48060190,2,67.0
48060190,3,
48060190,4,64.0
48060191,0,46.0
48060191,1,85.0
48060191,2,67.0
48060191,3,
48060191,4,65.0
48060192,0,45.0
48060192,1,84.0
48060192,2,66.0
48060192,3,
48060192,4,64.0
48060193,0,42.0
48060193,1,79.0
48060193,2,59.0
48060193,3,
48060193,4,59.0
48060194,0,45.0
48060194,1,81.0
48060194,2,61.0
48060194,3,
48060194,4,61.0
48060195,0,42.0
48060195,1,80.0
48060195,2,60.0
48060195,3,
48060195,4,59.0
48060196,0,46.0
48060196,1,85.0
48060196,2,65.0
48060196,3,
48060196,4,63.0
48060197,0,47.0
48060197,1,85.0
48060197,2,67.0
48060197,3,
48060197,4,64.0
48060198,0,48.0
48060198,1,87.0
48060198,2,70.0
48060198,3,
48060198,4,65.0
48060199,0,46.0
48060199,1,85.0
48060199,2,66.0
48060199,3,
48060199,4,63.0
48060200,0,45.0
48060200,1,82.0
48060200,2,62.0
48060200,3,
48060200,4,61.0
48060201,0,49.0
48060201,1,87.0
48060201,2,67.0
48060201,3,
48060201,4,65.0
48060202,0,53.0
48060202,1,89.0
48060202,2,72.0
48060202,3,
48060202,4,68.0
48060203,0,62.0
48060203,1,100.0
48060203,2,83.0
48060203,3,
48060203,4,78.0
48060205,0,51.0
48060205,1,87.0
48060205,2,79.0
48060205,3,
48060205,4,68.0
48060206,0,63.0
48060206,1,97.0
48060206,2,87.0
48060206,3,
48060206,4,74.0
48060207,0,62.0
48060207,1,95.0
48060207,2,88.0
48060207,3,
48060207,4,72.0
48060208,0,60.0
48060208,1,91.0
48060208,2,85.0
48060208,3,
48060208,4,68.0
48060209,0,59.0
48060209,1,89.0
48060209,2,84.0
48060209,3,
48060209,4,67.0
48060210,0,57.0
48060210,1,85.0
48060210,2,82.0
48060210,3,
48060210,4,62.0
48060211,0,66.0
48060211,1,92.0
48060211,2,90.0
48060211,3,
48060211,4,70.0
48060212,0,56.0
48060212,1,83.0
48060212,2,81.0
48060212,3,
48060212,4,61.0
48060214,0,55.0
48060214,1,82.0
48060214,2,80.0
48060214,3,118.0
48060214,4,60.0
48060215,0,64.0
48060215,1,94.0
48060215,2,90.0
48060215,3,
48060215,4,72.0
48060216,0,66.0
48060216,1,89.0
48060216,2,89.0
48060216,3,
48060216,4,67.0
48060229,0,58.0
48060229,1,86.0
48060229,2,84.0
48060229,3,
48060229,4,64.0
48060230,0,63.0
48060230,1,87.0
48060230,2,87.0
48060230,3,
48060230,4,66.0
48060232,0,62.0
48060232,1,89.0
48060232,2,87.0
48060232,3,
48060232,4,67.0
48060233,0,58.0
48060233,1,86.0
48060233,2,85.0
48060233,3,
48060233,4,65.0
48060234,0,59.0
48060234,1,89.0
48060234,2,87.0
48060234,3,
48060234,4,67.0
48060235,0,60.0
48060235,1,90.0
48060235,2,87.0
48060235,3,
48060235,4,68.0
48060237,0,59.0
48060237,1,88.0
48060237,2,86.0
48060237,3,
48060237,4,66.0
48060238,0,58.0
48060238,1,85.0
48060238,2,84.0
48060238,3,
48060238,4,64.0
48060239,0,58.0
48060239,1,86.0
48060239,2,84.0
48060239,3,
48060239,4,64.0
48060240,0,58.0
48060240,1,83.0
48060240,2,82.0
48060240,3,
48060240,4,61.0
48060241,0,72.0
48060241,1,97.0
48060241,2,95.0
48060241,3,
48060241,4,75.0
48060242,0,63.0
48060242,1,89.0
48060242,2,87.0
48060242,3,
48060242,4,67.0
48060243,0,69.0
48060243,1,93.0
48060243,2,91.0
48060243,3,
48060243,4,71.0
48060244,0,65.0
48060244,1,88.0
48060244,2,88.0
48060244,3,
48060244,4,67.0
48060245,0,69.0
48060245,1,93.0
48060245,2,91.0
48060245,3,
48060245,4,71.0
48060246,0,70.0
48060246,1,95.0
48060246,2,92.0
48060246,3,
48060246,4,72.0
48060252,0,56.0
48060252,1,89.0
48060252,2,86.0
48060252,3,
48060252,4,67.0
48060254,0,62.0
48060254,1,92.0
48060254,2,89.0
48060254,3,
48060254,4,69.0
48060256,0,59.0
48060256,1,87.0
48060256,2,86.0
48060256,3,
48060256,4,65.0
48060261,0,70.0
48060261,1,96.0
48060261,2,94.0
48060261,3,
48060261,4,74.0
48060264,0,48.0
48060264,1,78.0
48060264,2,76.0
48060264,3,114.0
48060264,4,56.0
48060265,0,56.0
48060265,1,86.0
48060265,2,84.0
48060265,3,
48060265,4,64.0
48060267,0,60.0
48060267,1,86.0
48060267,2,86.0
48060267,3,
48060267,4,64.0
48060268,0,51.0
48060268,1,79.0
48060268,2,78.0
48060268,3,115.0
48060268,4,56.0
48060269,0,53.0
48060269,1,81.0
48060269,2,81.0
48060269,3,117.0
48060269,4,60.0
48060270,0,48.0
48060270,1,75.0
48060270,2,75.0
48060270,3,112.0
48060270,4,53.0
48060271,0,52.0
48060271,1,80.0
48060271,2,79.0
48060271,3,116.0
48060271,4,58.0
48060272,0,56.0
48060272,1,84.0
48060272,2,83.0
48060272,3,
48060272,4,62.0
48060273,0,48.0
48060273,1,76.0
48060273,2,75.0
48060273,3,112.0
48060273,4,54.0
48060274,0,45.0
48060274,1,74.0
48060274,2,72.0
48060274,3,110.0
48060274,4,52.0
48060275,0,55.0
48060275,1,83.0
48060275,2,82.0
48060275,3,
48060275,4,62.0
48060276,0,51.0
48060276,1,81.0
48060276,2,78.0
48060276,3,117.0
48060276,4,60.0
48060277,0,43.0
48060277,1,75.0
48060277,2,72.0
48060277,3,117.0
48060277,4,59.0
48060278,0,43.0
48060278,1,73.0
48060278,2,70.0
48060278,3,111.0
48060278,4,53.0
48060281,0,44.0
48060281,1,73.0
48060281,2,72.0
48060281,3,111.0
48060281,4,53.0
48060282,0,50.0
48060282,1,77.0
48060282,2,76.0
48060282,3,115.0
48060282,4,57.0
48060283,0,47.0
48060283,1,74.0
48060283,2,74.0
48060283,3,111.0
48060283,4,53.0
48060284,0,50.0
48060284,1,77.0
48060284,2,74.0
48060284,3,118.0
48060284,4,59.0
48060286,0,48.0
48060286,1,75.0
48060286,2,73.0
48060286,3,
48060286,4,61.0
48060289,0,46.0
48060289,1,73.0
48060289,2,68.0
48060289,3,118.0
48060289,4,59.0
48060290,0,48.0
48060290,1,75.0
48060290,2,70.0
48060290,3,
48060290,4,60.0
48060291,0,47.0
48060291,1,75.0
48060291,2,70.0
48060291,3,119.0
48060291,4,59.0
48060293,0,67.0
48060293,1,94.0
48060293,2,90.0
48060293,3,
48060293,4,73.0
48060294,0,60.0
48060294,1,87.0
48060294,2,84.0
48060294,3,
48060294,4,65.0
48060295,0,57.0
48060295,1,84.0
48060295,2,81.0
48060295,3,
48060295,4,62.0
48060298,0,69.0
48060298,1,93.0
48060298,2,93.0
48060298,3,
48060298,4,71.0
48060299,0,66.0
48060299,1,90.0
48060299,2,90.0
48060299,3,
48060299,4,68.0
48060300,0,61.0
48060300,1,87.0
48060300,2,84.0
48060300,3,
48060300,4,65.0
48060301,0,67.0
48060301,1,92.0
48060301,2,90.0
48060301,3,
48060301,4,70.0
48060302,0,63.0
48060302,1,88.0
48060302,2,86.0
48060302,3,
48060302,4,67.0
48060303,0,60.0
48060303,1,87.0
48060303,2,84.0
48060303,3,
48060303,4,65.0
48060304,0,63.0
48060304,1,92.0
48060304,2,88.0
48060304,3,
48060304,4,76.0
48060305,0,48.0
48060305,1,75.0
48060305,2,72.0
48060305,3,113.0
48060305,4,54.0
48060306,0,46.0
48060306,1,81.0
48060306,2,61.0
48060306,3,
48060306,4,61.0
48060307,0,38.0
48060307,1,75.0
48060307,2,55.0
48060307,3,
48060307,4,55.0
48060308,0,45.0
48060308,1,74.0
48060308,2,65.0
48060308,3,118.0
48060308,4,60.0
48060309,0,45.0
48060309,1,74.0
48060309,2,69.0
48060309,3,
48060309,4,62.0
48060310,0,42.0
48060310,1,71.0
48060310,2,67.0
48060310,3,117.0
48060310,4,60.0
48060311,0,38.0
48060311,1,66.0
48060311,2,64.0
48060311,3,113.0
48060311,4,55.0
48060312,0,41.0
48060312,1,66.0
48060312,2,67.0
48060312,3,110.0
48060312,4,51.0
48060314,0,39.0
48060314,1,64.0
48060314,2,65.0
48060314,3,107.0
48060314,4,49.0
48060315,0,32.0
48060315,1,56.0
48060315,2,58.0
48060315,3,98.0
48060315,4,41.0
48060316,0,33.0
48060316,1,64.0
48060316,2,62.0
48060316,3,108.0
48060316,4,50.0
48060317,0,35.0
48060317,1,60.0
48060317,2,60.0
48060317,3,109.0
48060317,4,50.0
48060318,0,35.0
48060318,1,62.0
48060318,2,62.0
48060318,3,113.0
48060318,4,54.0
48060319,0,40.0
48060319,1,55.0
48060319,2,58.0
48060319,3,114.0
48060319,4,53.0
48060320,0,37.0
48060320,1,67.0
48060320,2,64.0
48060320,3,116.0
48060320,4,58.0
48060321,0,41.0
48060321,1,74.0
48060321,2,69.0
48060321,3,119.0
48060321,4,62.0
48060322,0,34.0
48060322,1,66.0
48060322,2,64.0
48060322,3,113.0
48060322,4,53.0
48060323,0,39.0
48060323,1,73.0
48060323,2,69.0
48060323,3,117.0
48060323,4,60.0
48060324,0,35.0
48060324,1,67.0
48060324,2,65.0
48060324,3,113.0
48060324,4,53.0
48060325,0,35.0
48060325,1,68.0
48060325,2,65.0
48060325,3,115.0
48060325,4,55.0
48060326,0,40.0
48060326,1,75.0
48060326,2,70.0
48060326,3,118.0
48060326,4,61.0
48060327,0,44.0
48060327,1,79.0
48060327,2,75.0
48060327,3,
48060327,4,63.0
48060328,0,48.0
48060328,1,82.0
48060328,2,79.0
48060328,3,
48060328,4,65.0
48060329,0,42.0
48060329,1,77.0
48060329,2,73.0
48060329,3,119.0
48060329,4,61.0
48060331,0,58.0
48060331,1,83.0
48060331,2,81.0
48060331,3,119.0
48060331,4,61.0
48060334,0,69.0
48060334,1,95.0
48060334,2,93.0
48060334,3,
48060334,4,73.0
48060339,0,61.0
48060339,1,95.0
48060339,2,92.0
48060339,3,
48060339,4,72.0
48060340,0,60.0
48060340,1,94.0
48060340,2,92.0
48060340,3,
48060340,4,72.0
48060341,0,55.0
48060341,1,90.0
48060341,2,86.0
48060341,3,
48060341,4,67.0
48060349,0,67.0
48060349,1,90.0
48060349,2,88.0
48060349,3,
48060349,4,68.0
48060355,0,64.0
48060355,1,87.0
48060355,2,86.0
48060355,3,
48060355,4,65.0
48060356,0,67.0
48060356,1,90.0
48060356,2,88.0
48060356,3,
48060356,4,68.0
48060357,0,65.0
48060357,1,88.0
48060357,2,86.0
48060357,3,
48060357,4,66.0
48060358,0,65.0
48060358,1,89.0
48060358,2,88.0
48060358,3,
48060358,4,67.0
48060370,0,71.0
48060370,1,90.0
48060370,2,99.0
48060370,3,
48060370,4,77.0
48060373,0,78.0
48060373,1,76.0
48060373,2,93.0
48060373,3,
48060373,4,65.0
48060374,0,84.0
48060374,1,79.0
48060374,2,96.0
48060374,3,
48060374,4,67.0
48060375,0,87.0
48060375,1,81.0
48060375,2,99.0
48060375,3,
48060375,4,69.0
48060377,0,83.0
48060377,1,77.0
48060377,2,95.0
48060377,3,
48060377,4,65.0
48060378,0,85.0
48060378,1,79.0
48060378,2,98.0
48060378,3,
48060378,4,67.0
48060379,0,85.0
48060379,1,77.0
48060379,2,96.0
48060379,3,
48060379,4,67.0
48060380,0,78.0
48060380,1,71.0
48060380,2,90.0
48060380,3,
48060380,4,58.0
48060381,0,73.0
48060381,1,65.0
48060381,2,85.0
48060381,3,
48060381,4,54.0
48060382,0,75.0
48060382,1,67.0
48060382,2,87.0
48060382,3,
48060382,4,56.0
48060383,0,78.0
48060383,1,71.0
48060383,2,90.0
48060383,3,
48060383,4,58.0
48060384,0,81.0
48060384,1,74.0
48060384,2,92.0
48060384,3,
48060384,4,63.0
48060385,0,77.0
48060385,1,69.0
48060385,2,87.0
48060385,3,
48060385,4,60.0
48060386,0,72.0
48060386,1,65.0
48060386,2,83.0
48060386,3,119.0
48060386,4,56.0
48060387,0,71.0
48060387,1,65.0
48060387,2,83.0
48060387,3,119.0
48060387,4,58.0
48060388,0,82.0
48060388,1,75.0
48060388,2,92.0
48060388,3,
48060388,4,65.0
48060389,0,82.0
48060389,1,75.0
48060389,2,94.0
48060389,3,
48060389,4,63.0
48060390,0,84.0
48060390,1,77.0
48060390,2,96.0
48060390,3,
48060390,4,65.0
48060391,0,84.0
48060391,1,77.0
48060391,2,96.0
48060391,3,
48060391,4,65.0
48060392,0,66.0
48060392,1,59.0
48060392,2,77.0
48060392,3,114.0
48060392,4,54.0
48060393,0,67.0
48060393,1,63.0
48060393,2,78.0
48060393,3,116.0
48060393,4,56.0
48060394,0,63.0
48060394,1,60.0
48060394,2,75.0
48060394,3,111.0
48060394,4,52.0
48060395,0,53.0
48060395,1,54.0
48060395,2,66.0
48060395,3,108.0
48060395,4,47.0
48060396,0,60.0
48060396,1,59.0
48060396,2,72.0
48060396,3,110.0
48060396,4,52.0
48060397,0,52.0
48060397,1,54.0
48060397,2,65.0
48060397,3,108.0
48060397,4,49.0
48060398,0,56.0
48060398,1,59.0
48060398,2,68.0
48060398,3,110.0
48060398,4,51.0
48060399,0,58.0
48060399,1,62.0
48060399,2,71.0
48060399,3,113.0
48060399,4,53.0
48060400,0,53.0
48060400,1,52.0
48060400,2,66.0
48060400,3,108.0
48060400,4,47.0
48060401,0,57.0
48060401,1,49.0
48060401,2,68.0
48060401,3,106.0
48060401,4,44.0
48060402,0,54.0
48060402,1,48.0
48060402,2,66.0
48060402,3,109.0
48060402,4,45.0
48060403,0,60.0
48060403,1,49.0
48060403,2,70.0
48060403,3,108.0
48060403,4,45.0
48060404,0,62.0
48060404,1,50.0
48060404,2,72.0
48060404,3,108.0
48060404,4,48.0
48060405,0,56.0
48060405,1,53.0
48060405,2,69.0
48060405,3,112.0
48060405,4,50.0
48060406,0,55.0
48060406,1,54.0
48060406,2,68.0
48060406,3,113.0
48060406,4,50.0
48060407,0,62.0
48060407,1,56.0
48060407,2,73.0
48060407,3,113.0
48060407,4,51.0
48060408,0,54.0
48060408,1,61.0
48060408,2,67.0
48060408,3,112.0
48060408,4,50.0
48060409,0,54.0
48060409,1,62.0
48060409,2,67.0
48060409,3,114.0
48060409,4,52.0
48060410,0,51.0
48060410,1,56.0
48060410,2,64.0
48060410,3,113.0
48060410,4,54.0
48060411,0,49.0
48060411,1,51.0
48060411,2,62.0
48060411,3,107.0
48060411,4,49.0
48060412,0,49.0
48060412,1,53.0
48060412,2,62.0
48060412,3,113.0
48060412,4,56.0
48060413,0,48.0
48060413,1,53.0
48060413,2,61.0
48060413,3,113.0
48060413,4,53.0
48060414,0,50.0
48060414,1,58.0
48060414,2,63.0
48060414,3,110.0
48060414,4,47.0
48060415,0,56.0
48060415,1,63.0
48060415,2,69.0
48060415,3,116.0
48060415,4,53.0
48060416,0,59.0
48060416,1,66.0
48060416,2,72.0
48060416,3,119.0
48060416,4,55.0
48060417,0,45.0
48060417,1,47.0
48060417,2,60.0
48060417,3,110.0
48060417,4,51.0
48060418,0,41.0
48060418,1,46.0
48060418,2,56.0
48060418,3,106.0
48060418,4,47.0
48060419,0,46.0
48060419,1,50.0
48060419,2,61.0
48060419,3,109.0
48060419,4,50.0
48060420,0,46.0
48060420,1,52.0
48060420,2,60.0
48060420,3,110.0
48060420,4,49.0
48060421,0,47.0
48060421,1,54.0
48060421,2,61.0
48060421,3,113.0
48060421,4,53.0
48060422,0,41.0
48060422,1,49.0
48060422,2,57.0
48060422,3,109.0
48060422,4,49.0
48060423,0,39.0
48060423,1,50.0
48060423,2,56.0
48060423,3,110.0
48060423,4,50.0
48060424,0,45.0
48060424,1,54.0
48060424,2,61.0
48060424,3,114.0
48060424,4,53.0
48060425,0,46.0
48060425,1,61.0
48060425,2,62.0
48060425,3,
48060425,4,59.0
48060426,0,38.0
48060426,1,52.0
48060426,2,55.0
48060426,3,112.0
48060426,4,51.0
48060427,0,39.0
48060427,1,55.0
